TTR part num,Part Level,Customer,Segment,End Customer,Category,Description,Core Thickness,Core Width,Core Height,Tube per core,Tank,Price
A8BQB5001M04,Radiator,Volvo Eicher,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY_VE 2100_ID314327,48,623,740,140,Plastic,5650.1
A7HZB5001M00,Radiator,MTBD,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY - HCV 7.2L BS6 _A7HZB5001M,52,627.7,740,168,Plastic,5598
A0CXB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR - CNG BUS - 278650100272,48,537.2,740,108,Plastic,5586.26
A5QLB5001M00,Radiator,Ashok Leyland,Commercial Vehicle,OEM,Domestic,RAD ASSY-VIKING 160HP BS4,48,552.6,785,124,Plastic,5573.71
A0IHB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY,36,537.2,650,108,Plastic,5564.75
A5AEA5006S00,ECS,Ashok Leyland,Commercial Vehicle,SPD,Domestic,ECS - HINO E II W/O I/C - P2608939     ,48,488.2,650,98,Plastic,5558.82
A0HYA5001M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ECS - LPT 1112 497 BS4- 252750110133,36,552,560,140,Plastic,5557.56
A5GCB5001S00,Radiator,Ashok Leyland,Commercial Vehicle,SPD,Domestic,RADIATOR WITHOUT DAT,48,623,900,140,Plastic,5555
A5BZA5007M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,RADIATOR SUB ASSY - 4018 G45,48,488.2,650,98,Plastic,5551.79
A0LKB5011M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RAD. Assembly_A0LKB5011M00,34,586,785,88,Plastic,5546.22
A0UVB5001S00,Radiator,Tata Motors,Commercial Vehicle,SPD,Domestic,RAD. ASSY- (LPS 4018 BSIV COWL),48,537.2,650,108,Plastic,5538.72
A0EJB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY - LPT 1613 TC BS3 COWL,36,537.2,525,108,Plastic,5532.53
A5QCB5001M01,Radiator,Ashok Leyland,Commercial Vehicle,OEM,Domestic,RADIATOR ASSEMBLY,36,488.2,550,98,Plastic,5518.53
A7GYA5001M00,ECS,MTBD,Commercial Vehicle,OEM,Domestic,LK 90 HP cooling module,36,537.2,525,108,Plastic,5517.17
A2ADB5001M00,Radiator,Honda,Passenger Car,OEM,Domestic,RADIATOR - HONDA LQ AT - 19010REJW51,,,,,Plastic,5516.83
A0LJB5005M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RAD. ASSY_A0LJB5005M00,34,586,650,88,Plastic,5510.105
A0NAA5011M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,LP 410 BS6,36,488.2,550,98,Plastic,5500
E4ADB5001M00,Radiator,Daimler,Commercial Vehicle,OEM,Domestic,RADIATOR,48,507.4,620,132,Plastic,5500
A0KMB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY.,48,537.2,740,108,Plastic,5490.21
A0BJB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR - LPS 3516/4018 - 278650100341,48,537.2,740,108,Plastic,5485.203
C2ANA5001M00,ECS,Kirloskar,Gen Set,OEM,Domestic,ECS- RB33 47.491.91.0.00,36,527.4,580,106,Plastic,5465
A8DNB5010M02,Radiator,Volvo Eicher,Commercial Vehicle,OEM,Domestic,RAD. ASSY Pro-5000 AC,48,552.6,740,124,Plastic,5459.29
A0SAA5010M00,CRFMS,Tata Motors,Passenger Car,OEM,Domestic,X451 Diesel CRFM,16.25,601.6,361,89,Plastic,5454.76
B1BRA5001M02,ECS,Cummins,Gen Set,OEM,Domestic,ECS-X2.5 C28 - A032W478,36,488.2,485,98,Plastic,5444
A0IEB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY-LPT 2521 TC TILT CAB BS4,48,537.2,740,108,Plastic,5437.79
A5FSA5022M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS ASSY 613T EXPORT,48,552.6,525,124,Plastic,5426.98
A8DGB5001M01,Radiator,Volvo Eicher,Commercial Vehicle,OEM,Domestic,VE 35.31 COWL,48,552.6,680,124,Plastic,5420.8
A0ADB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR -LPTA713/SESK 1613-206950100164,48,537.2,525,108,Plastic,5388
A0KHA5010M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,SFC 410 Jeppeny-Phillipines,36,488.2,550,98,Plastic,5383.56
A8DPB5010M02,Radiator,Volvo Eicher,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY H,48,552.6,740,124,Plastic,5350.1042
A0USB5001S00,Radiator,Tata Motors,Commercial Vehicle,SPD,Domestic,RADIATOR ASSY- LPT 3118 ST FRAME BSIV,48,552.6,650,124,Plastic,5345.868095
A0BYA5008M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ECS-SFC410 4X4 INTERMITT-0148,48,488.2,550,98,Plastic,5326.7
A0BYA5001M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ECS - SFC 410 BSIII - 253450100259,48,488.2,550,98,Plastic,5326.7
G6AFA5001M00,ECS,Volvo Eicher,Commercial Vehicle,OEM,Domestic,ECS-VECV 40kVA-ID500698,36,488.2,485,98,Plastic,5321.05
A0HJB5001S00,Radiator,Tata Motors,Commercial Vehicle,SPD,Domestic,RAD-LPT1613 BS3 TILT CAB-2525501101303N,,,,,Plastic,5299.33
A7CQA5001M00,ECS,MTBD,Commercial Vehicle,OEM,Domestic,ECS - 3.3 LITER BUS - 0304DAC01900N,36,537.2,525,108,Plastic,5297.39
A5DIA5006S00,ECS,Ashok Leyland,Commercial Vehicle,SPD,Domestic,ECS- STAG/LYNX W/O CAC-P2644339,48,537.2,485,108,Plastic,5295.12
A5DMB5001M00,Radiator,Ashok Leyland,Commercial Vehicle,OEM,Domestic,RADIATOR - 12 M FE BUS BANGLADESH,48,625.4,800,126,Plastic,5239
C2CGA5001M00,ECS,Kirloskar,Gen Set,OEM,Domestic,RADIATOR - OLD CITY AT - 19010PJTE51,24,528.6,530,67,Plastic,5219.1
A7BWA5001M01,ECS,Mahindra Powerol,Gen Set,OEM,Domestic,ECS - M & M 30/35 KVA DG,48,537.2,525,108,Plastic,5214.369006
A0CMA5011M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,LPO 1512,48,537.2,525,108,Plastic,5178.32
A8CQB5001M00,Radiator,Volvo Eicher,Commercial Vehicle,OEM,Domestic,RADIATOR ASSEMBLY,48,733.2,740,148,Plastic,5172.62
A1ASA5005M00,ECS,General Motors,Passenger Car,OEM,Domestic,CRFMI ASSY-S2 308 RHD,18,402.6,580,46,Plastic,5163
A0APB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR - LPT 2516 HM - 278650100344,48,537.2,740,108,Plastic,5145.59
A7FJA5001M00,ECS,MTBD,Commercial Vehicle,OEM,Domestic,TIPPER COMPACT RADIATOR,48,625.4,650,126,Plastic,5135.60817
A7EPA5001M01,ECS,MTBD,Commercial Vehicle,OEM,Domestic,RAD+SHROUD-25TON-170HP-6301AAB00121N,48,625.4,692,126,Plastic,5128.76
A8AJB5001M00,Radiator,Volvo Eicher,Commercial Vehicle,OEM,Domestic,RADIATOR - EICHER 180 HP - ID 206669,48,537.2,740,108,Plastic,5126.89
A7GXA5001M00,ECS,Mahindra Powerol,Gen Set,OEM,Domestic,30 KVA Export,48,537.2,525,108,Plastic,5108
A5DRB5001M00,Radiator,Ashok Leyland,Commercial Vehicle,OEM,Domestic,RADIATOR -  6ETI /6DTI- GOODS VE,36,488.2,650,98,Plastic,5096.25
A5QRB5090M00,Radiator,Ashok Leyland,Commercial Vehicle,OEM,Domestic,FVDP N CORE ASSY WITH TANKS,,,,,Plastic,5096
A0JGB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY-SE-SK 1613 697 BS3,48,537.2,560,108,Plastic,5086.7
A7BWA5001M02,ECS,Mahindra Powerol,Gen Set,OEM,Domestic,25kVA CNG without CAC,48,537.2,525,108,Plastic,5086.670173
A0BQA5001M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ECS - SFC 709 EX - 252750100318,36,488.2,485,98,Plastic,5086.2
A0AHB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY,48,537.2,598,108,Plastic,5067.532308
A0MJB5005M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY- LPT 1613 697 BS4 TILT CAB,48,488.2,740,98,Plastic,5057.85
A0FVA5001M01,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR AND FAN SHROUD ASSY (PHOENIX) T,48,419.6,620,84,Plastic,5029.84
A5EEB5090S00 ,Radiator,Ashok Leyland,Commercial Vehicle,SPD,Domestic,AFTER MKT RAD-FOTON_LOW ENTRY BUS (W/O MS),48,674.4,1000,136,Plastic,5012.04
A7CNA5001M00,ECS,MTBD,Commercial Vehicle,OEM,Domestic,RAD.ASSY+SHROUD - 40TONNE-6301AAB00021N,48,625.4,692,126,Plastic,5009.12
B1AUA5001M06,ECS,Cummins,Gen Set,OEM,Domestic,ECS 15 KVA CUMMINS 0130-8205,,,,,Plastic,5007
A8DCB5001M01,Radiator,Volvo Eicher,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY,48,552.6,785,124,Plastic,5006.722
A0JCA5021M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,Y1 LPO Bus BS6,36,552,560,140,Plastic,5000
A0WHB5001S00,Radiator,Tata Motors,Commercial Vehicle,SPD,Domestic,Rad Assly - 278650120231,48,537.2,785,108,Plastic,4997.57
A8DUB5001M00,Radiator,Volvo Eicher,Commercial Vehicle,OEM,Domestic,RAD ASSY 20.15 SLEEPER EGR BS4         ,48,623,740,140,Plastic,4994.1584
A7CNB5001M00,Radiator,MTBD,Commercial Vehicle,OEM,Domestic,RAD ASSY - 40TONNE,48,625.4,692,126,Plastic,4981.2
A8EAB5001M00,Radiator,Volvo Eicher,Commercial Vehicle,OEM,Domestic,E494 Truck - RADIATOR ASSEMBLY,52,553.7,650,148,Plastic,4950
A5AUA5001M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS - STALLION MRLV W/O I/C - B1127202,48,537.2,740,108,Plastic,4878.54
A8DHB5001M01,Radiator,Volvo Eicher,Commercial Vehicle,OEM,Domestic,RADIATOR ASSLY 20.16 CAB W/O HOSE,48,552.6,680,124,Plastic,4860.54
A0ERB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR - BEST BUS,48,537.2,740,108,Plastic,4840.5
A0QAB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY,36,537.2,560,108,Plastic,4830
A7HKB5001M00,Radiator,MTBD,Commercial Vehicle,OEM,Domestic,31T RDA,48,623,655,140,Plastic,4819
A0MGA5001M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ECS-XENON CNG-279950100145,48,488.2,590,98,Plastic,4817.45
A0ITB5002S00,Radiator,Tata Motors,Commercial Vehicle,SPD,Domestic,RAD-LPT 1613 697 BS3 COWL-SPD,36,537.2,560,108,Plastic,4801.54
A8DJB5001M01,Radiator,Volvo Eicher,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY 20.16 COWL,48,552.6,680,124,Plastic,4796.23
A0ITB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY - LPT 1613 697 BS3 COWL,36,537.2,560,108,Plastic,4779
A7CJA5001M00,ECS,Mahindra Tractors,Tractor,OEM,Domestic,RAD ASSY WITH SHROUD- 25 TONNE,48,625.4,650,126,Plastic,4766.84
A8BVB5001M00,Radiator,Volvo Eicher,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY,48,552.6,680,124,Plastic,4762.79
A0DJA5001M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ECS- FOR PANEL VAN,48,419.6,700,84,Plastic,4744.14
A0UHA5025M00,CRFMS,Tata Motors,Passenger Car,OEM,Domestic,X451 NGTC BS6 CRFM,16.25,601.6,361,89,Plastic,4740.62
A8DPB5001M01,Radiator,Volvo Eicher,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY,48,552.6,680,124,Plastic,4733.85
A8DNB5001M01,Radiator,Volvo Eicher,Commercial Vehicle,OEM,Domestic,Radiator Assy.,48,552.6,680,124,Plastic,4733.85
A5RCB5090M00,Radiator,Ashok Leyland,Commercial Vehicle,OEM,Domestic,3718/CTTP 180 HP CORE ASSY WITH TANKS,48,552.6,855,124,Plastic,4688.32
A0EWA5001M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ECS - LPO 1510 BS2,48,537.2,525,108,Plastic,4676.29
A0AEA5001M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ECS-279950100118- TELCOLINE PETROL BS3,48,488.2,590,98,Plastic,4675.01
A0AMB5001M02,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR - LPO 1316,48,537.2,740,108,Plastic,4675
A0KHA5011M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,SFC 407 BS6,36,488.2,550,98,Plastic,4667.43
A5KPB5001M00,Radiator,Ashok Leyland,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY FD004945,36,488.2,650,98,Plastic,4665.5
A0PXB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RAD. ASSY,,,,,Plastic,4664.45
A0ECA5001M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR - LPT2518 1210 F - 278650100313,48,537.2,785,108,Plastic,4657.13
A0EXB5005M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,Radiator - World Truck,36,703.8,826,142,Plastic,4654.08
A0EPA5004M01,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ECS-LPT 709 FRAMELESS VA-VE-252750110126,36,537.2,525,108,Plastic,4653.51
A0BZB5003M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RAD ASSY - SE SK 1613 TC BS3,36,537.2,560,108,Plastic,4647.63
K9AXA5010M00,CRFMS,PSA,Passenger Car,OEM,Domestic,SCW2,12,467.2,450,70,Plastic,4636
A0WHB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR ASSEMBLY - 4018 AC,48,537.2,785,108,Plastic,4620.54
A0KHA5005M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ECS-SFC407BS3 75Ps-EXT.IC-253450110170,24,489.6,550,62,Plastic,4620.33
A0DFB5006M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR-LPS 4018 BS3 VA VE,48,537.2,650,108,Plastic,4610.18
A5FSA5012M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ENGINE COOLING SYSTEM_613T_NALT_214782VE,36,552,530,140,Plastic,4600
C2CHA5001M00,ECS,Kirloskar,Gen Set,OEM,Export,Koel 2R Export,24,380,485,38,Plastic,4600
A5KFB5001M00,Radiator,Ashok Leyland,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY-FVDP N 2523 NON AC BSIII,48,623,740,140,Plastic,4594.98
A5QRB5001M00,Radiator,Ashok Leyland,Commercial Vehicle,OEM,Domestic,RAD ASSY-FVDP N,48,623,740,140,Plastic,4594.98
A8DQB5001M00,Radiator,Volvo Eicher,Commercial Vehicle,OEM,Domestic,ASSY RADIATOR,48,552.6,680,124,Plastic,4583.85
A8DRB5001M00,Radiator,Volvo Eicher,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY 4X2H COWL,48,552.6,680,124,Plastic,4583.85
A0WYA5001M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,EDGE 1300-RFMA,24,473.9,470,71,Plastic,4580.81
A0HLA5001M00,ECS,Tata Motors,Passenger Car,OEM,Domestic,ECS SUMO VICTA,24,419.4,515,53,Plastic,4560.56
K9AAA5010M00,CRFMS,PSA,Passenger Car,OEM,Domestic,PSA - NA engine CRFM SC21,12,467.2,400,70,Plastic,4536
C3BVA5001M00,ECS,Force Motors,Commercial Vehicle,OEM,Domestic,trump 60 RFMS,48,488.2,440,98,Plastic,4520.5783
B7BLB5001M00,Radiator,John Deere,Tractor,OEM,Domestic,Radiator 55- 75hp,74,482,460,162,Plastic,4516
A8AMB5005M00,Radiator,Volvo Eicher,Commercial Vehicle,OEM,Domestic,RAD ASSY- 85KW (EXTENDED CORE)-ID302713,48,488.2,740,98,Plastic,4508
A0FLA5001M00,ECS,Tata Motors,Passenger Car,OEM,Domestic,ECS -2.2LSPRINT/PHOENIX EIV-278950100119,48,419.6,620,84,Plastic,4502.75
A0KHA5013M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,Maxi Cab,,,,,Plastic,4500
H1AFB5001M00,Radiator,Renault,Passenger Car,OEM,Domestic,RBC HR10 Radiator,,,,,Plastic,4486
A0HJB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RAD-LPT1613 BS3 TILT CAB-2525501101303N,36,537.2,560,108,Plastic,4473
A0FEA5001M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ECS-XENON 486 CNG 279950100132,48,419.6,620,84,Plastic,4462.63
A0GKA5001M00,ECS,Tata Motors,Passenger Car,OEM,Domestic,ECS-2.2L SPRINT RHD-2789 5010 0144,48,419.6,620,84,Plastic,4462.63
A0NAA5010M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,SFC 407 BS6,36,488.2,550,98,Plastic,4460.52
A0DUA5003M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ECS - 207 DI + PL SHROUD - 253450100266,36,488.2,485,98,Plastic,4460.22
A0CMB5006M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY,36,537.2,560,108,Plastic,4458.48
A0LLB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RAD. ASSY .,28,586,785,88,Plastic,4451.571111
A0LSB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY_,,,,,Plastic,4451.571111
A7JAA5001M00,ECS,Swaraj,Tractor,OEM,Domestic,65 HP,56,488.2,415,147,Plastic,4445
A5DIA5006M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS- STAG/LYNX W/O CAC-P2644339,48,537.2,485,108,Plastic,4421.57
A0ECA5002M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR - LPT2518 1210 F - 278650100313,48,537.2,785,108,Plastic,4418.17
A0BWB5007M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY- LPT 1116 BS3 S.A.,48,537.2,740,108,Plastic,4411.17
A0UHA5010M00,CRFMS,Tata Motors,Passenger Car,OEM,Domestic,X451 Petrol CRFM,12,583,361,78,Plastic,4403.94
A0GUB5090S00,Radiator,Tata Motors,Commercial Vehicle,SPD,Domestic,AF MKT RAD-LPS 4923 A0GUB5001M00 (w/o ms,48,537.2,785,108,Plastic,4394
A0WXA5001M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY BS6,24,419.4,515,53,Plastic,4372.13
A5GCB5005S00,Radiator,Ashok Leyland,Commercial Vehicle,SPD,Domestic,RAD - 93KW CNG BSIV,48,623,900,140,Plastic,4356.19
A0EHA5001M00,ECS,Tata Motors,Passenger Car,OEM,Domestic,ECS - 2.2L DICR TELCOLINE - 278950100109,48,419.6,620,84,Plastic,4353.59
A0BXA5001M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,RAD+RES.TANK -LPT 2515 EX - 252550100315,48,537.2,560,108,Plastic,4352.283846
A8APA5001M00,ECS,Volvo Eicher,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY WITH FRAME,48,537.2,680,108,Plastic,4339.783
A0CMB5005M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY- LPO 1512 TC BS3,36,537.2,560,108,Plastic,4301.77
A0FBA5001M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ECS-WINGER2.2L-278950100199,24,372.6,650,47,Plastic,4301.25
A0DDA5002M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ASSY. RADIATOR & FANAHROUD,48,400,590,80,Plastic,4298.98
A0PXB5092M00,Radiator,Tata Motors,Commercial Vehicle,SPD,Domestic,Radiator Assy - SPD,,,,,Plastic,4285.84
A0DUA5020M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ECS - 207DI SOUTH AFRICA,,,,,Plastic,4268.74
A0QKA5001M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ECS-XENON COMPAC,24,419.4,515,53,Plastic,4268.29
A0ENA5006M00,ECS,Tata Motors,Passenger Car,OEM,Domestic,ECS - SPRINT DICOR WITH (PL. SHROUD),48,400,590,80,Plastic,4227.09
A0UBB5001M01,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY_A0UBB5001M01,36,552,530,140,Plastic,4220.64
A0NRA5001M00,ECS,Tata Motors,Passenger Car,OEM,Domestic,ECS - XENON RX BSIV,48,400,590,80,Plastic,4216.34
A0BXB5003M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,ASSY.RADIATOR (TATA TOYO),48,537.2,560,108,Plastic,4208.31
A0FUA5001M01,ECS,Tata Motors,Passenger Car,OEM,Domestic,ECS-2.2L SAFARI BSIII 2789 5010 01 31,48,419.6,620,84,Plastic,4198.47
A5FSB5001M00,Radiator,Ashok Leyland,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY_613T_NALT_214102VE0A,36,552,530,140,Plastic,4196
A5QYB5001M00,Radiator,Ashok Leyland,Commercial Vehicle,OEM,Domestic,Radiator,48,482.2,640,108,Plastic,4195.7
A0KHA5001M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ECS-SFC 407 BS3 75 Ps-EXT.IC-253450110170,24,489.6,550,62,Plastic,4189.88
A5RTA5010M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,RFMS ASSY-AC_A5RTA5010M00,,,,,Plastic,4186
A5RTA5020M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,RFMS ASSY - PHOENIX AC,,,,,Plastic,4186
A0EZB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR - LPO 1318,48,537.2,785,108,Plastic,4171.79
A0RGA5001M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ECS-SUPER ACE LHD-286450100166,36,380.4,485,96,Plastic,4162
A5RTA5030M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,RFMS ASSY - PHOENIX NON AC,,,,,Plastic,4143
A5SBB5001M00,Radiator,Ashok Leyland,Commercial Vehicle,OEM,Domestic,Radiator TTRL BOSS150hp BS6,34,480.4,540,72,Plastic,4141.21
A7FQB5001M00,Radiator,MTBD,Commercial Vehicle,OEM,Domestic,3.3L BS IV RADIATOR,36,552,560,140,Plastic,4133.92518
A0DZA5020M00,ECS,Tata Motors,Passenger Car,OEM,Domestic,ECS - 2.2L SAFARI VE- 2789 5010 0186,,,,,Plastic,4125.41
A5NLB5001M00,Radiator,Ashok Leyland,Commercial Vehicle,OEM,Domestic,RADIATOR FOR VIKING 88KW IL T,48,552.6,650,124,Plastic,4123
A0PXB5002M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY,,,,,Plastic,4121
A8BBA5001M00,ECS,Volvo Eicher,Commercial Vehicle,OEM,Domestic,RADIATOR WITH FRAME-BMTC 5840-ID 306860,48,537.2,680,108,Plastic,4115.99
A0NAA5001M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ECS ASSY_LPT 407 BS3 75PS,24,489.6,550,62,Plastic,4101.09
A7CJB5001M01,Radiator,M&M,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY,48,625.4,650,126,Plastic,4100
A8AKA5002M00,ECS,Volvo Eicher,Commercial Vehicle,OEM,Domestic,RADIATOR - FRAME ASSY - MAV/TIPPER,48,537.2,680,108,Plastic,4092.89
A7GZA5001M01,ECS,Mahindra Tractors,Tractor,OEM,Export,Dhruv Export,,,,,Plastic,4084.45
A0BZA5001M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,RAD+RES.TANK -SE/SK 1613 TC-206950100180,48,537.2,560,108,Plastic,4084.04
A5GRB5006M00,Radiator,Ashok Leyland,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY W/O MS,48,552.6,785,124,Plastic,4066.4
A5RHB5001M01,Radiator,Ashok Leyland,Commercial Vehicle,OEM,Domestic,\T-1613HAULAGE -RAD ASSY BSIV,,,,,Plastic,4049
A5BVA5002M01,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,RADIATOR - SHRD- PASS. BS3 - F8329200,48,537.2,740,108,Plastic,4046
A8ATA5001M00,ECS,Volvo Eicher,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY WITH FRAME-4X2 TIPPER,48,537.2,650,108,Plastic,4042.2
A7GZA5001M00,ECS,Mahindra Tractors,Tractor,OEM,Domestic,M&M_DHRUV EXPORT_55hp_ECS,,,,,Plastic,4039.23366
A0UZA5030M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,Ace Edge LHD (800 CC),16.25,398,480,53,Plastic,4036.78
A6ANB5001M01,Radiator,New Holland,Tractor,OEM,Domestic,75 HP,74,429.4,434,144,Plastic,4018
A5LZB5005S00,Radiator,Ashok Leyland,Commercial Vehicle,SPD,Domestic,RADIATOR ASSY FOR DIMTS 93KW,,,,,Plastic,4015.72
A0JNA5001M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ECS-207 DI BSIV-253450100394,24,419.4,515,53,Plastic,4015.16
A0EAB5005M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,Rad Assy-LPT 1613 697 BS1-219550100120,48,537.2,560,108,Plastic,4008.15
A5RRB5001M02,Radiator,Ashok Leyland,Commercial Vehicle,OEM,Domestic,Radiator FOR ECOMET150HP BS6,34,480.4,650,72,Plastic,4007.31
A5AYA5002M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS - AL 3518 / 4018 W/O IC - F8273200,48,537.2,740,108,Plastic,4004
A0NWA5001M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ECS-SUPER ACE PETROL/DIESEL,36,380.4,485,96,Plastic,4000.62
A5EPB5001M00,Radiator,Ashok Leyland,Commercial Vehicle,OEM,Domestic,RAD ASSY-ALL 82.5 KVA,48,537.2,800,108,Plastic,4000
A0SNA5001M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ECS - VENTURE RHD-286450100179,16.25,472,471,63,Plastic,3995.58
A5EXB5001M00,Radiator,Ashok Leyland,Commercial Vehicle,OEM,Domestic,RAD ASSY WITH FRAME 30KVA - 10000813,36,488.2,485,98,Plastic,3990
A0UZA5001M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ACE EDGE Radiator,16.25,398,480,53,Plastic,3985.36
A7JYB5001M00,Radiator,MTBD,Commercial Vehicle,OEM,Domestic,RAD ASSY-D35 LPO BUS BS6,,,,,Plastic,3975.2
A0MDA5001M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ECS VENTURE,36,380.4,485,96,Plastic,3973.36
